raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/train/explained_variance,raw/gen/train/clip_range,raw/gen/train/value_loss,raw/gen/train/clip_fraction,raw/gen/train/std,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/learning_rate,raw/gen/train/n_updates,raw/gen/train/entropy_loss,raw/gen/train/loss,raw/gen/train/approx_kl,raw/gen/train/policy_gradient_loss
3801,34,2097152,1,0.4950075149536133,0.2,0.34411925294189133,0.28139801025390626,0.8827797770500183,479.7018937467039,0.0003,150,-7.750876955036074,0.16060861945152283,0.019130673,-0.02626062735407686
3776,34,2228224,1,0.4339767098426819,0.2,0.544941654397553,0.2803016662597656,0.8710777163505554,467.5572228549421,0.0003,160,-7.677553370338865,0.3160437047481537,0.0197843,-0.024263940811988505
3753,34,2359296,1,0.6127884387969971,0.2,0.7349364027220873,0.2781097412109375,0.8600502014160156,462.2793305543065,0.0003,170,-7.592956901714206,0.2744483947753906,0.019484153,-0.023019699579958797
3719,35,2490368,1,0.8105333149433136,0.2,0.7592092371167383,0.26514129638671874,0.8478171825408936,455.51247317880393,0.0003,180,-7.513467066851445,0.6529394388198853,0.018948562,-0.017020303069284638
3777,34,2621440,1,0.8848970532417297,0.2,0.848158223831706,0.19289627075195312,0.8365944623947144,419.88685490459204,0.0003,190,-7.429996949899942,0.23472824692726135,0.013796335,-0.010245864543526296
3719,35,2752512,1,0.9288310781121254,0.2,0.8240960115392226,0.14447479248046874,0.8260034322738647,412.3593377882242,0.0003,200,-7.355486784153618,0.68985915184021,0.010993231,-0.0065299948780875635
3792,34,2883584,1,0.9653076753020287,0.2,0.7678418151495862,0.14087753295898436,0.816295325756073,335.0385946667939,0.0003,210,-7.284807208436542,0.48621517419815063,0.010796091,-0.0059361001101478905
3751,34,3014656,1,0.9815138541162014,0.2,0.7494067966479634,0.15900421142578125,0.8062047958374023,298.09873808899897,0.0003,220,-7.20236105362419,0.3902406692504883,0.011724741,-0.006379306392432227
3818,34,3145728,1,0.9878453882411122,0.2,0.7404966244510434,0.17753677368164061,0.7951552271842957,260.8366940971184,0.0003,230,-7.125545879267156,0.20939692854881287,0.012950424,-0.006380329060516487
3764,34,3276800,1,0.990218248218298,0.2,0.7080372936048661,0.19883193969726562,0.7858361601829529,240.53181136160157,0.0003,240,-7.049396152468399,0.3974655866622925,0.014494049,-0.007529744617636424
3833,34,3407872,1,0.9901864947751164,0.2,0.6980096263789164,0.20725555419921876,0.7782332897186279,226.86008177429903,0.0003,250,-6.991743928589858,0.5462839007377625,0.014897138,-0.00836777420437329
3783,34,3538944,1,0.9883765010163188,0.2,0.664338609787228,0.214678955078125,0.7710468173027039,234.35672318112105,0.0003,260,-6.9444823014549915,0.24643263220787048,0.015564316,-0.010859886579055456
3297,39,3670016,1,0.9857835602015257,0.2,0.6190768021770054,0.21511688232421874,0.7635295391082764,245.8486454042187,0.0003,270,-6.880459856218659,0.1785324513912201,0.015633844,-0.010828950932250336
3218,40,3801088,1,0.9806542359292507,0.2,0.5469840597994334,0.21606674194335937,0.7569407820701599,271.1349276175746,0.0003,280,-6.827971039805561,0.1850847750902176,0.015192695,-0.010748746950048372
3862,33,3932160,1,0.9854939775541425,0.2,0.4698571831002482,0.23486175537109374,0.7532172203063965,252.87789094334235,0.0003,290,-6.785654475656338,0.29194629192352295,0.016604874,-0.012544354454496443
3828,34,4063232,1,0.9832707121968269,0.2,0.4401100151582796,0.23326873779296875,0.7498471736907959,216.05764053286055,0.0003,300,-6.768935205508024,0.15333260595798492,0.016528565,-0.012201825900683616
3893,33,4194304,1,0.980011198669672,0.2,0.4835738290057634,0.23276519775390625,0.7490922808647156,169.02322563033667,0.0003,310,-6.767423223424703,0.1112455204129219,0.017017327,-0.01272341383262301
3891,33,4325376,1,0.9404505975544453,0.2,0.7142639220706769,0.24101104736328124,0.7474142909049988,154.88568687101943,0.0003,320,-6.764323010644875,0.3314920663833618,0.017690703,-0.015545494821208195
3812,34,4456448,1,0.9237754568457603,0.2,0.8985193932923721,0.25904312133789065,0.7443401217460632,151.8605221076403,0.0003,330,-6.746609763172455,0.445936918258667,0.01916688,-0.017621978747706636
3834,34,4587520,1,0.9193680062890053,0.2,0.6710983166056395,0.25270538330078124,0.7409199476242065,150.26500745355617,0.0003,340,-6.7081229199422525,0.43278008699417114,0.018204793,-0.013704063520617638
3823,34,4718592,1,0.9251688793301582,0.2,0.3981529341075657,0.20560531616210936,0.7356535792350769,132.9533592543821,0.0003,350,-6.664501730003394,0.21213854849338531,0.015107367,-0.006369119171051807
3897,33,4849664,1,0.6269434690475464,0.2,0.3340303956778371,0.19053573608398439,0.733909010887146,115.06205164805753,0.0003,360,-6.640868011908606,0.08005174249410629,0.013992216,-0.0037730037420260487
3893,33,4980736,1,0.6513427793979645,0.2,0.36123710186657265,0.18394241333007813,0.729038417339325,101.92553890250623,0.0003,370,-6.6141296768561,0.10933840274810791,0.013816864,-0.003990813959671868
3858,33,5111808,1,0.7889216095209122,0.2,0.44966286556045815,0.18632965087890624,0.7267253398895264,98.6571231693402,0.0003,380,-6.590403764299117,0.14000403881072998,0.014005491,-0.003121843502981392
3896,33,5242880,1,0.872979536652565,0.2,0.5294491716867924,0.19109573364257812,0.7220465540885925,101.15252055786434,0.0003,390,-6.558171348436735,0.29245007038116455,0.014553415,-0.0032831921354727457
3923,33,5373952,1,0.9173442423343658,0.2,0.727826072285825,0.20458297729492186,0.7206329107284546,103.85279426017195,0.0003,400,-6.544357165321708,0.3912166357040405,0.015394758,-0.0041070268053999825
3863,33,5505024,1,0.939832728356123,0.2,0.9658664615672024,0.21435775756835937,0.718598484992981,110.02556305610109,0.0003,410,-6.512782497471198,0.38041815161705017,0.01659327,-0.004735647709094337
3889,33,5636096,1,0.964488048106432,0.2,1.0039151021854196,0.231964111328125,0.7191412448883057,103.92324205875862,0.0003,420,-6.523668831004761,0.858374834060669,0.017468076,-0.006665516018563267
3889,33,5767168,1,0.976342273876071,0.2,1.0616780939366435,0.24456787109375,0.7181185483932495,94.64443144629534,0.0003,430,-6.525226409034803,0.7163503170013428,0.018733937,-0.009452849491390225
3892,33,5898240,1,0.9575497880578041,0.2,1.189747212435759,0.229632568359375,0.7205225229263306,80.36801480056718,0.0003,440,-6.520831292471849,0.4668291509151459,0.017639387,-0.007007045542900414
3901,33,6029312,1,0.9066064357757568,0.2,1.1073547032021451,0.2221099853515625,0.7207473516464233,64.27039261461614,0.0003,450,-6.539689535088837,0.47411417961120605,0.016789285,-0.005934308736095772
3904,33,6160384,1,0.8718198388814926,0.2,1.1812069366817013,0.2226165771484375,0.7198526859283447,57.668154704977354,0.0003,460,-6.532001109304838,0.43886008858680725,0.017217133,-0.005945449621208354
3921,33,6291456,1,0.831827387213707,0.2,1.4923491145527805,0.22652969360351563,0.7187501192092896,68.83433819511993,0.0003,470,-6.524610986886546,0.7726868391036987,0.017723214,-0.0063781634068391215
3949,33,6422528,1,0.7979733049869537,0.2,2.177789823783678,0.23288955688476562,0.7159344553947449,90.93947157309744,0.0003,480,-6.498883444978856,0.7329923510551453,0.017820515,-0.006640436201303146
3975,32,6553600,1,0.7917697131633759,0.2,3.54955642138666,0.2252655029296875,0.713250994682312,117.6131918649464,0.0003,490,-6.473344131698832,2.1758902072906494,0.01727058,-0.005260900617668085
4000,32,6684672,1,0.7915759533643723,0.2,5.189017603901448,0.22169570922851561,0.7101456522941589,140.14338444981254,0.0003,500,-6.443789898836985,1.1256723403930664,0.01691447,-0.004956994214239785
3980,32,6815744,1,0.8274840414524078,0.2,6.842801020725164,0.22289962768554689,0.7043405771255493,158.21846568868034,0.0003,510,-6.406634792638942,2.7302491664886475,0.017003143,-0.004270033407476603
